age,education,marital_status,occupation,bloodline,gender,hours_per_week,income_bracket,magical_artifact_possession_score,magical_artifact_power_level,number_of_spells_mastered,gringotts_approved_loan
36,Hogwarts Graduate,Separated,Magical Transportation,Half-blood,Female,38.0,<=50 Galleons,78419,81469.20000000001,24,No
46,Hogwarts Graduate,Married,Goblin Liaison Officer,Pureblood,Male,40.0,>50 Galleons,76814,80268.20000000001,38,Yes
19,Specialism in a magical field,Never-married,Ministry of Magic Official,Half-blood,Female,10.0,<=50 Galleons,21510,34945.0,19,No
24,Hogwarts Graduate,Never-married,Other,Half-blood,Female,25.0,<=50 Galleons,36195,58199.0,20,No
58,Hogwarts Graduate,Divorced,Gringotts Bank,Half-blood,Male,40.0,<=50 Galleons,13520,35436.0,15,No
29,Hogwarts Graduate,Never-married,Potioneer,Half-blood,Female,35.0,<=50 Galleons,26762,46077.600000000006,17,No
42,Specialism in a magical field,Married,Wandmaker,Half-blood,Male,60.0,>50 Galleons,42789,59688.200000000004,30,Yes
62,Specialism in a magical field,Married,Wandmaker,Half-blood,Male,55.0,>50 Galleons,58888,74624.4,36,Yes
23,Specialism in a magical field,Never-married,Wandmaker,Half-blood,Male,,>50 Galleons,35996,47910.8,32,Yes
43,Hogwarts Graduate,Divorced,Gringotts Bank,Half-blood,Female,40.0,<=50 Galleons,75944,81790.20000000001,24,No
35,Hogwarts Graduate,Divorced,Other,Half-blood,Male,60.0,<=50 Galleons,54463,70784.4,23,Yes
44,Specialism in a magical field,Married,Other,Half-blood,Female,99.0,<=50 Galleons,43463,51031.4,24,No
38,Hogwarts Graduate,Married,Goblin Liaison Officer,Half-blood,Male,20.0,<=50 Galleons,39295,55227.0,21,No
38,Hogwarts Graduate,Married,Gringotts Bank,Half-blood,Male,40.0,<=50 Galleons,24755,49075.0,17,No
26,Specialism in a magical field,Never-married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,72000,75751.0,28,No
18,Hogwarts Graduate,Never-married,Wandlore Assistant,Muggle born,Female,30.0,<=50 Galleons,37083,52447.4,20,No
52,Aurors Specialism,Married,Potioneer,Half-blood,Male,40.0,>50 Galleons,50556,68515.8,34,Yes
54,Specialism in a magical field,Divorced,Gringotts Bank,Half-blood,Male,50.0,>50 Galleons,61390,77178.0,36,Yes
38,Charms Scholar,Never-married,Wandmaker,Muggle born,Female,57.0,>50 Galleons,57365,69050.0,36,No
29,Specialism in a magical field,Never-married,Dark Forces Defense Consultant,Half-blood,Male,43.0,<=50 Galleons,62895,76775.0,18,No
24,Specialism in a magical field,Never-married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,24192,47669.600000000006,17,Yes
29,Hogwarts Graduate,Married,Ministry of Magic Official,Veiled Heritage,Male,45.0,<=50 Galleons,58028,74349.4,27,No
50,Specialism in a magical field,Divorced,Potioneer,Half-blood,Male,40.0,<=50 Galleons,75792,82555.6,15,Yes
45,Specialism in a magical field,Married,Other,Half-blood,Male,45.0,>50 Galleons,78311,91339.8,35,Yes
32,Dropout,Married,Hogwarts Professor,Half-blood,Male,,<=50 Galleons,-5948,11959.599999999999,26,No
36,Specialism in a magical field,Married,Potion Ingredients Supplier,Half-blood,Male,42.0,>50 Galleons,70205,81248.0,37,Yes
52,Specialism in a magical field,Divorced,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,76204,77223.20000000001,19,No
28,Specialism in a magical field,Married,Hogwarts Professor,Muggle born,Male,,<=50 Galleons,22570,42972.0,19,No
27,Dropout,Never-married,Goblin Liaison Officer,Half-blood,Male,75.0,<=50 Galleons,314,22468.2,-10000,No
23,Specialism in a magical field,Never-married,Dark Forces Defense Consultant,Half-blood,Female,40.0,<=50 Galleons,88892,89861.6,16,No
50,Dropout,Married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,49491,65827.8,23,No
26,Specialism in a magical field,Married,Ministry of Magic Official,Half-blood,Male,75.0,<=50 Galleons,93433,99322.40000000001,21,Yes
22,Specialism in a magical field,Never-married,Gringotts Bank,Pureblood,Female,40.0,<=50 Galleons,76734,78062.20000000001,14,Yes
45,Aurors Specialism,Married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,4372,27884.6,22,Yes
29,Specialism in a magical field,Married,Potioneer,Half-blood,Male,45.0,>50 Galleons,39279,59928.2,44,Yes
19,Specialism in a magical field,Never-married,Other,Half-blood,Female,30.0,<=50 Galleons,62002,77283.6,18,No
30,Specialism in a magical field,Divorced,Magical Shop Owner,Half-blood,Female,25.0,<=50 Galleons,59546,71125.8,23,No
25,Aurors Specialism,Never-married,Wandlore Assistant,Half-blood,Male,20.0,<=50 Galleons,9857,30350.6,15,Yes
64,Hogwarts Graduate,Married,Auror,Half-blood,Male,40.0,<=50 Galleons,38569,57320.2,14,No
49,Charms Scholar,Married,Wandmaker,Half-blood,Male,60.0,>50 Galleons,43159,64045.200000000004,42,No
38,Specialism in a magical field,Married,Potioneer,Half-blood,Male,48.0,>50 Galleons,68784,81372.20000000001,36,Yes
45,Aurors Specialism,Never-married,Auror,Half-blood,Male,40.0,<=50 Galleons,65161,80272.8,22,Yes
48,Aurors Specialism,Married,Magical Intelligence Agent,Half-blood,Female,40.0,<=50 Galleons,16943,34117.4,21,No
32,Specialism in a magical field,Separated,Wandlore Assistant,Half-blood,Female,32.0,<=50 Galleons,74399,86389.20000000001,13,No
47,Hogwarts Graduate,Divorced,Hogwarts Professor,Half-blood,Female,40.0,<=50 Galleons,42237,53781.6,26,No
39,Aurors Specialism,Never-married,Ministry of Magic Official,Half-blood,Male,,<=50 Galleons,10474,25551.2,24,Yes
56,Specialism in a magical field,Married,Magical Shop Owner,Half-blood,Male,,>50 Galleons,61128,66876.4,41,Yes
26,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,48.0,<=50 Galleons,44947,54113.6,20,No
36,Hogwarts Graduate,Never-married,Wandlore Assistant,Half-blood,Female,40.0,<=50 Galleons,26311,46868.8,23,No
36,Specialism in a magical field,Divorced,Magical Intelligence Agent,Half-blood,Female,40.0,<=50 Galleons,52714,63623.200000000004,28,No
64,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,11295,25993.0,18,No
29,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,40.0,>50 Galleons,60442,76857.6,35,Yes
22,Specialism in a magical field,Never-married,Magical Intelligence Agent,Half-blood,Male,40.0,<=50 Galleons,72800,84876.0,23,No
52,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,40.0,>50 Galleons,40156,50463.8,41,No
23,Hogwarts Graduate,Never-married,Potion Ingredients Supplier,Half-blood,Male,40.0,<=50 Galleons,12617,32982.6,28,No
19,Specialism in a magical field,Never-married,Hogwarts Professor,Half-blood,Female,8.0,<=50 Galleons,40006,57526.8,21,No
37,Hogwarts Graduate,Divorced,Potioneer,Half-blood,Female,25.0,<=50 Galleons,46588,62998.4,24,No
38,Charms Scholar,Married,Gringotts Bank,Half-blood,Male,99.0,>50 Galleons,86373,90069.40000000001,42,No
34,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Female,40.0,<=50 Galleons,8618,33376.4,18,No
71,Aurors Specialism,Married,Magical Transportation,Half-blood,Male,8.0,>50 Galleons,34121,42463.8,35,Yes
41,Hogwarts Graduate,Married,Ministry of Magic Official,Pureblood,Male,45.0,<=50 Galleons,73675,84941.0,25,Yes
37,Specialism in a magical field,Never-married,Wandmaker,Pureblood,Male,,<=50 Galleons,85631,89424.8,28,Yes
27,Specialism in a magical field,Married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,64165,66770.0,22,Yes
27,Specialism in a magical field,Married,Wandlore Assistant,Half-blood,Male,40.0,<=50 Galleons,81029,93111.20000000001,19,Yes
24,Specialism in a magical field,Never-married,Magical Librarian,Half-blood,Female,,<=50 Galleons,64815,69104.0,28,No
24,Hogwarts Graduate,Never-married,Magical Transportation,Half-blood,Non-binary,30.0,<=50 Galleons,95393,91459.40000000001,26,No
20,Dropout,Never-married,Magical Transportation,Pureblood,Female,20.0,<=50 Galleons,30153,50347.4,25,Yes
48,Dropout,Divorced,Other,Half-blood,Female,40.0,<=50 Galleons,82124,90599.2,24,No
30,Specialism in a magical field,Never-married,Magical Shop Owner,Half-blood,Female,40.0,>50 Galleons,35429,55161.2,38,No
20,Hogwarts Graduate,Never-married,Potioneer,Half-blood,Female,,<=50 Galleons,92950,100094.0,24,No
22,Specialism in a magical field,Never-married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,47496,53010.8,22,No
54,Specialism in a magical field,Married,Wandmaker,Half-blood,Male,40.0,>50 Galleons,29289,52171.2,38,Yes
45,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,40.0,>50 Galleons,65745,68734.0,34,No
29,Specialism in a magical field,Divorced,Ministry of Magic Official,Half-blood,Male,48.0,<=50 Galleons,62776,73768.8,20,No
62,Hogwarts Graduate,Married,Magical Transportation,Half-blood,Male,40.0,<=50 Galleons,58195,70780.0,13,No
33,Specialism in a magical field,Never-married,Ministry of Magic Official,Half-blood,Male,,<=50 Galleons,68293,82267.4,26,No
53,Aurors Specialism,Divorced,Wandmaker,Half-blood,Female,,<=50 Galleons,85431,97065.8,23,No
23,Specialism in a magical field,Never-married,Ministry of Magic Official,Half-blood,Male,,<=50 Galleons,25808,38940.4,23,No
50,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,60.0,>50 Galleons,57055,67920.0,38,No
41,Aurors Specialism,Married,Magical Intelligence Agent,Half-blood,Male,,>50 Galleons,87747,86413.6,45,Yes
19,Specialism in a magical field,Divorced,Hogwarts Professor,Half-blood,Female,20.0,<=50 Galleons,1558,16853.4,27,No
36,Hogwarts Graduate,Married,Gringotts Bank,Half-blood,Male,40.0,>50 Galleons,92793,92219.40000000001,33,Yes
53,Aurors Specialism,Never-married,Other,Half-blood,Female,,>50 Galleons,74714,82513.20000000001,43,No
42,Specialism in a magical field,Divorced,Wandmaker,Half-blood,Female,20.0,<=50 Galleons,51086,70297.8,20,No
31,Specialism in a magical field,Never-married,Hogwarts Professor,Half-blood,Female,40.0,<=50 Galleons,64013,79778.4,16,No
24,Aurors Specialism,Never-married,Other,Half-blood,Male,25.0,<=50 Galleons,79093,80975.4,21,Yes
36,Specialism in a magical field,Divorced,Other,Half-blood,Male,60.0,<=50 Galleons,19825,32503.0,15,Yes
51,Specialism in a magical field,Married,Other,Half-blood,Male,,<=50 Galleons,59622,64559.600000000006,15,No
25,Aurors Specialism,Married,Auror,Half-blood,Male,40.0,>50 Galleons,96947,97500.6,42,Yes
39,Aurors Specialism,Married,Auror,Half-blood,Male,40.0,>50 Galleons,55213,66590.4,45,Yes
32,Specialism in a magical field,Never-married,Other,Pureblood,Male,,<=50 Galleons,91170,102803.0,26,Yes
23,Specialism in a magical field,Never-married,Magical Transportation,Half-blood,Non-binary,20.0,<=50 Galleons,31497,42987.600000000006,24,No
28,Hogwarts Graduate,Married,Other,Half-blood,Male,40.0,<=50 Galleons,45074,63889.200000000004,26,No
61,Hogwarts Graduate,Widowed,Magical Transportation,Half-blood,Female,40.0,<=50 Galleons,81136,84704.8,17,No
44,Aurors Specialism,Married,Auror,Half-blood,Male,50.0,>50 Galleons,55159,67928.20000000001,42,Yes
35,Aurors Specialism,Divorced,Auror,Half-blood,Female,70.0,<=50 Galleons,53729,59360.200000000004,25,No
18,Specialism in a magical field,Never-married,Potion Ingredients Supplier,Half-blood,Female,30.0,<=50 Galleons,40743,61367.4,25,No
28,Dropout,Never-married,Ministry of Magic Official,Half-blood,Male,,<=50 Galleons,77913,79092.4,17,No
37,Hogwarts Graduate,Never-married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,53433,59962.4,25,No
63,Aurors Specialism,Married,Auror,Half-blood,Male,,<=50 Galleons,46508,64766.4,22,Yes
39,Specialism in a magical field,Married,Wandlore Assistant,Half-blood,Male,40.0,<=50 Galleons,45952,64578.6,14,Yes
37,Hogwarts Graduate,Never-married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,50524,61196.200000000004,18,No
31,Hogwarts Graduate,Divorced,Hogwarts Professor,Half-blood,Female,32.0,<=50 Galleons,58193,72316.4,27,No
32,Specialism in a magical field,Married,Wandmaker,Half-blood,Male,40.0,>50 Galleons,56148,70371.4,35,No
62,Hogwarts Graduate,Widowed,Potioneer,Half-blood,Female,15.0,<=50 Galleons,55878,60133.4,13,No
64,Specialism in a magical field,Married,Magical Shop Owner,Half-blood,Male,8.0,<=50 Galleons,39742,47415.600000000006,24,No
45,Aurors Specialism,Married,Hogwarts Professor,Half-blood,Male,,<=50 Galleons,74973,84457.4,13,Yes
45,Hogwarts Graduate,Divorced,Gringotts Bank,Half-blood,Female,32.0,<=50 Galleons,57191,65126.8,18,No
21,Hogwarts Graduate,Never-married,Other,Half-blood,Male,,<=50 Galleons,25780,49099.0,26,No
29,Specialism in a magical field,Married,Goblin Liaison Officer,Half-blood,Male,40.0,>50 Galleons,44056,60140.8,39,Yes
17,Dropout,Never-married,Other,Half-blood,Female,,<=50 Galleons,85722,98470.6,19,No
53,Aurors Specialism,Married,Auror,Half-blood,Male,55.0,<=50 Galleons,91937,92529.6,17,Yes
33,Aurors Specialism,Married,Magical Intelligence Agent,Half-blood,Male,45.0,>50 Galleons,51661,69916.8,43,Yes
27,Hogwarts Graduate,Never-married,Goblin Liaison Officer,Half-blood,Male,50.0,<=50 Galleons,57609,62828.200000000004,18,No
23,Specialism in a magical field,Never-married,Hogwarts Professor,Pureblood,Male,25.0,<=50 Galleons,6415,31281.0,20,Yes
36,Hogwarts Graduate,Married,Magical Shop Owner,Muggle born,Female,40.0,>50 Galleons,58273,66612.4,43,No
63,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,94943,96197.40000000001,25,No
45,Aurors Specialism,Never-married,Auror,Half-blood,Female,50.0,>50 Galleons,78502,88603.6,30,No
35,Aurors Specialism,Never-married,Magical Transportation,Half-blood,Male,,<=50 Galleons,87176,89640.8,22,Yes
41,Aurors Specialism,Divorced,Magical Intelligence Agent,Pureblood,Female,40.0,<=50 Galleons,57677,68155.6,24,Yes
53,Specialism in a magical field,Married,Wandmaker,Half-blood,Male,,>50 Galleons,73955,79798.0,35,Yes
61,Dropout,Divorced,Magical Transportation,Half-blood,Female,,<=50 Galleons,50082,55929.600000000006,23,No
24,Aurors Specialism,Never-married,Dark Forces Defense Consultant,Half-blood,Male,40.0,<=50 Galleons,29503,42966.4,24,Yes
55,Hogwarts Graduate,Divorced,Other,Half-blood,Male,,<=50 Galleons,92949,89654.2,28,No
56,Hogwarts Graduate,Married,Magical Shop Owner,Half-blood,Male,18.0,<=50 Galleons,43606,63272.8,18,No
70,Specialism in a magical field,Never-married,Wandlore Assistant,Half-blood,Male,40.0,<=50 Galleons,30946,52419.8,26,No
26,Hogwarts Graduate,Never-married,Ministry of Magic Official,Half-blood,Female,40.0,<=50 Galleons,15801,31645.800000000003,16,No
73,Dropout,Widowed,Other,Half-blood,Female,,<=50 Galleons,23021,45916.8,20,No
19,Hogwarts Graduate,Separated,Hogwarts Professor,Pureblood,Male,40.0,<=50 Galleons,35786,48433.8,21,Yes
39,Specialism in a magical field,Divorced,Potioneer,Half-blood,Male,40.0,<=50 Galleons,11602,32318.6,23,Yes
29,Hogwarts Graduate,Divorced,Potioneer,Half-blood,Male,40.0,<=50 Galleons,21608,38816.4,27,No
26,Specialism in a magical field,Never-married,Other,Half-blood,Male,64.0,<=50 Galleons,57977,75315.6,18,Yes
47,Aurors Specialism,Married,Auror,Half-blood,Male,37.0,>50 Galleons,31886,43133.8,30,Yes
23,Hogwarts Graduate,Never-married,Ministry of Magic Official,Half-blood,Male,72.0,<=50 Galleons,85156,96874.8,25,No
17,Hogwarts Graduate,Never-married,Potioneer,Half-blood,Male,10.0,<=50 Galleons,31606,40596.8,24,No
72,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,,<=50 Galleons,36200,51149.0,19,No
25,Aurors Specialism,Never-married,Wandmaker,Half-blood,Female,60.0,<=50 Galleons,58957,67961.6,24,Yes
40,Hogwarts Graduate,Married,Ministry of Magic Official,Half-blood,Male,,<=50 Galleons,2828,18508.4,17,No
57,Aurors Specialism,Married,Magical Shop Owner,Half-blood,Male,60.0,>50 Galleons,58790,72025.0,40,Yes
42,Specialism in a magical field,Never-married,Hogwarts Professor,Half-blood,Male,44.0,<=50 Galleons,31308,43970.4,22,No
21,Dropout,Divorced,Potioneer,Veiled Heritage,Male,,<=50 Galleons,54320,67275.0,19,No
29,Dropout,Married,Other,Half-blood,Male,40.0,<=50 Galleons,6642,29930.6,20,No
51,Specialism in a magical field,Married,Wandmaker,Half-blood,Female,40.0,>50 Galleons,78908,88127.4,31,Yes
66,Hogwarts Graduate,Widowed,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,31532,54985.600000000006,15,No
56,Dropout,Married,Hogwarts Professor,Half-blood,Male,,<=50 Galleons,80246,85919.8,23,No
25,Specialism in a magical field,Never-married,Other,Half-blood,Female,10.0,<=50 Galleons,65404,68293.20000000001,23,No
35,Hogwarts Graduate,Married,Gringotts Bank,Half-blood,Male,65.0,>50 Galleons,66549,72328.20000000001,38,Yes
31,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,45.0,>50 Galleons,63720,74381.0,32,Yes
53,Aurors Specialism,Separated,Magical Intelligence Agent,Half-blood,Female,,<=50 Galleons,33711,52765.8,13,No
25,Specialism in a magical field,Never-married,Goblin Liaison Officer,Half-blood,Male,40.0,<=50 Galleons,15163,42089.4,15,No
43,Specialism in a magical field,Divorced,Gringotts Bank,Half-blood,Female,,<=50 Galleons,39667,53112.600000000006,26,No
42,Specialism in a magical field,Married,Magical Shop Owner,Half-blood,Female,50.0,>50 Galleons,64236,72805.8,37,Yes
57,Charms Scholar,Married,Hogwarts Professor,Half-blood,Female,35.0,>50 Galleons,70490,72933.0,36,No
76,Dropout,Divorced,Gringotts Bank,Pureblood,Male,20.0,<=50 Galleons,20545,41009.0,16,Yes
59,Aurors Specialism,Widowed,Dark Forces Defense Consultant,Half-blood,Male,40.0,>50 Galleons,74188,85471.4,36,Yes
25,Specialism in a magical field,Never-married,Magical Shop Owner,Half-blood,Female,40.0,<=50 Galleons,22391,44955.8,28,No
49,Dropout,Married,Potion Ingredients Supplier,Half-blood,Male,40.0,>50 Galleons,95051,96566.8,35,No
30,Hogwarts Graduate,Never-married,Other,Half-blood,Female,35.0,<=50 Galleons,22076,43949.8,20,No
22,Specialism in a magical field,Divorced,Dark Forces Defense Consultant,Half-blood,Female,35.0,<=50 Galleons,44251,59756.8,16,No
47,Hogwarts Graduate,Married,Other,Half-blood,Male,40.0,>50 Galleons,79815,84108.0,35,No
43,Specialism in a magical field,Never-married,Potioneer,Half-blood,Female,40.0,<=50 Galleons,75637,79941.6,26,No
39,Specialism in a magical field,Married,Goblin Liaison Officer,Half-blood,Male,30.0,<=50 Galleons,87661,93050.8,21,Yes
26,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,60.0,<=50 Galleons,51443,65200.4,16,No
22,Specialism in a magical field,Never-married,Potioneer,Half-blood,Male,20.0,<=50 Galleons,41508,50306.4,26,Yes
34,Aurors Specialism,Married,Other,Half-blood,Male,50.0,>50 Galleons,56059,72331.20000000001,37,Yes
54,Specialism in a magical field,Divorced,Other,Half-blood,Male,,>50 Galleons,47526,59813.8,39,Yes
44,Specialism in a magical field,Married,Auror,Pureblood,Non-binary,36.0,>50 Galleons,92734,97436.2,40,Yes
47,Charms Scholar,Married,Hogwarts Professor,Half-blood,Male,40.0,>50 Galleons,48418,68508.4,37,No
50,Hogwarts Graduate,Divorced,Magical Shop Owner,Pureblood,Female,,<=50 Galleons,55781,67325.8,19,Yes
55,Aurors Specialism,Married,Potion Ingredients Supplier,Muggle born,Male,60.0,>50 Galleons,46025,58723.0,45,No
42,Specialism in a magical field,Married,Magical Shop Owner,Half-blood,Male,,>50 Galleons,68373,81619.4,33,Yes
38,Specialism in a magical field,Married,Wandmaker,Half-blood,Male,45.0,>50 Galleons,63831,72206.8,32,No
66,Specialism in a magical field,Never-married,Magical Intelligence Agent,Half-blood,Male,,<=50 Galleons,41862,58556.6,17,Yes
29,Specialism in a magical field,Married,Other,Half-blood,Male,40.0,<=50 Galleons,96213,104204.40000000001,20,Yes
44,Specialism in a magical field,Married,Gringotts Bank,Half-blood,Male,45.0,<=50 Galleons,11250,30073.0,28,Yes
67,Hogwarts Graduate,Married,Other,Half-blood,Non-binary,,<=50 Galleons,61266,69997.8,20,No
30,Specialism in a magical field,Never-married,Ministry of Magic Official,Half-blood,Male,25.0,<=50 Galleons,70501,80590.8,20,No
57,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Female,40.0,>50 Galleons,50414,62554.200000000004,45,No
