,age,education,marital_status,occupation,bloodline,gender,hours_per_week,income_bracket,magical_artifact_possession_score,magical_artifact_power_level,number_of_spells_mastered,gringotts_approved_loan,income_bracket_numeric,number_of_spells_mastered_zscore
4699,43,Hogwarts Graduate,Divorced,Gringotts Bank,Half-blood,Female,40.0,<=50 Galleons,75944,81790.20000000001,24,0,0,0.11764655045466038
4700,35,Hogwarts Graduate,Divorced,Other,Half-blood,Male,60.0,<=50 Galleons,54463,70784.4,23,1,0,0.11679149884876852
4701,44,Specialism in a magical field,Married,Other,Half-blood,Female,99.0,<=50 Galleons,43463,51031.4,24,0,0,0.11764655045466038
4702,38,Hogwarts Graduate,Married,Goblin Liaison Officer,Half-blood,Male,20.0,<=50 Galleons,39295,55227.0,21,0,0,0.11508139563698482
4703,38,Hogwarts Graduate,Married,Gringotts Bank,Half-blood,Male,40.0,<=50 Galleons,24755,49075.0,17,0,0,0.11166118921341739
4704,26,Specialism in a magical field,Never-married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,72000,75751.0,28,0,0,0.12106675687822781
4705,18,Hogwarts Graduate,Never-married,Wandlore Assistant,Muggle born,Female,30.0,<=50 Galleons,37083,52447.4,20,0,0,0.11422634403109296
4706,52,Aurors Specialism,Married,Potioneer,Half-blood,Male,40.0,>50 Galleons,50556,68515.8,34,1,1,0.12619706651357893
4707,54,Specialism in a magical field,Divorced,Gringotts Bank,Half-blood,Male,50.0,>50 Galleons,61390,77178.0,36,1,1,0.12790716972536265
4708,38,Charms Scholar,Never-married,Wandmaker,Muggle born,Female,57.0,>50 Galleons,57365,69050.0,36,0,1,0.12790716972536265
4709,29,Specialism in a magical field,Never-married,Dark Forces Defense Consultant,Half-blood,Male,43.0,<=50 Galleons,62895,76775.0,18,0,0,0.11251624081930925
4710,24,Specialism in a magical field,Never-married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,24192,47669.600000000006,17,1,0,0.11166118921341739
4711,29,Hogwarts Graduate,Married,Ministry of Magic Official,Veiled Heritage,Male,45.0,<=50 Galleons,58028,74349.4,27,0,0,0.12021170527233595
4712,50,Specialism in a magical field,Divorced,Potioneer,Half-blood,Male,40.0,<=50 Galleons,75792,82555.6,15,1,0,0.10995108600163368
4713,45,Specialism in a magical field,Married,Other,Half-blood,Male,45.0,>50 Galleons,78311,91339.8,35,1,1,0.12705211811947079
4714,32,Dropout,Married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,-5948,11959.6,26,0,0,0.11935665366644409
4715,36,Specialism in a magical field,Married,Potion Ingredients Supplier,Half-blood,Male,42.0,>50 Galleons,70205,81248.0,37,1,1,0.1287622213312545
4716,52,Specialism in a magical field,Divorced,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,76204,77223.20000000001,19,0,0,0.11337129242520111
4717,28,Specialism in a magical field,Married,Hogwarts Professor,Muggle born,Male,40.0,<=50 Galleons,22570,42972.0,19,0,0,0.11337129242520111
4719,23,Specialism in a magical field,Never-married,Dark Forces Defense Consultant,Half-blood,Female,40.0,<=50 Galleons,88892,89861.6,16,0,0,0.11080613760752554
4720,50,Dropout,Married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,49491,65827.8,23,0,0,0.11679149884876852
4721,26,Specialism in a magical field,Married,Ministry of Magic Official,Half-blood,Male,75.0,<=50 Galleons,93433,99322.4,21,1,0,0.11508139563698482
4722,22,Specialism in a magical field,Never-married,Gringotts Bank,Pureblood,Female,40.0,<=50 Galleons,76734,78062.20000000001,14,1,0,0.10909603439574182
4723,45,Aurors Specialism,Married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,4372,27884.6,22,1,0,0.11593644724287668
4724,29,Specialism in a magical field,Married,Potioneer,Half-blood,Male,45.0,>50 Galleons,39279,59928.2,44,1,1,0.1347475825724975
4725,19,Specialism in a magical field,Never-married,Other,Half-blood,Female,30.0,<=50 Galleons,62002,77283.6,18,0,0,0.11251624081930925
4726,30,Specialism in a magical field,Divorced,Magical Shop Owner,Half-blood,Female,25.0,<=50 Galleons,59546,71125.8,23,0,0,0.11679149884876852
4727,25,Aurors Specialism,Never-married,Wandlore Assistant,Half-blood,Male,20.0,<=50 Galleons,9857,30350.6,15,1,0,0.10995108600163368
4728,64,Hogwarts Graduate,Married,Auror,Half-blood,Male,40.0,<=50 Galleons,38569,57320.2,14,0,0,0.10909603439574182
4729,49,Charms Scholar,Married,Wandmaker,Half-blood,Male,60.0,>50 Galleons,43159,64045.2,42,0,1,0.13303747936071378
4730,38,Specialism in a magical field,Married,Potioneer,Half-blood,Male,48.0,>50 Galleons,68784,81372.20000000001,36,1,1,0.12790716972536265
4731,45,Aurors Specialism,Never-married,Auror,Half-blood,Male,40.0,<=50 Galleons,65161,80272.8,22,1,0,0.11593644724287668
4732,48,Aurors Specialism,Married,Magical Intelligence Agent,Half-blood,Female,40.0,<=50 Galleons,16943,34117.4,21,0,0,0.11508139563698482
4733,32,Specialism in a magical field,Separated,Wandlore Assistant,Half-blood,Female,32.0,<=50 Galleons,74399,86389.20000000001,13,0,0,0.10824098278984998
4734,47,Hogwarts Graduate,Divorced,Hogwarts Professor,Half-blood,Female,40.0,<=50 Galleons,42237,53781.6,26,0,0,0.11935665366644409
4735,39,Aurors Specialism,Never-married,Ministry of Magic Official,Half-blood,Male,40.0,<=50 Galleons,10474,25551.2,24,1,0,0.11764655045466038
4736,56,Specialism in a magical field,Married,Magical Shop Owner,Half-blood,Male,40.0,>50 Galleons,61128,66876.4,41,1,1,0.13218242775482192
4737,26,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,48.0,<=50 Galleons,44947,54113.6,20,0,0,0.11422634403109296
4738,36,Hogwarts Graduate,Never-married,Wandlore Assistant,Half-blood,Female,40.0,<=50 Galleons,26311,46868.8,23,0,0,0.11679149884876852
4739,36,Specialism in a magical field,Divorced,Magical Intelligence Agent,Half-blood,Female,40.0,<=50 Galleons,52714,63623.2,28,0,0,0.12106675687822781
4740,64,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,11295,25993.0,18,0,0,0.11251624081930925
4741,29,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,40.0,>50 Galleons,60442,76857.6,35,1,1,0.12705211811947079
4742,22,Specialism in a magical field,Never-married,Magical Intelligence Agent,Half-blood,Male,40.0,<=50 Galleons,72800,84876.0,23,0,0,0.11679149884876852
4743,52,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,40.0,>50 Galleons,40156,50463.8,41,0,1,0.13218242775482192
4744,23,Hogwarts Graduate,Never-married,Potion Ingredients Supplier,Half-blood,Male,40.0,<=50 Galleons,12617,32982.6,28,0,0,0.12106675687822781
4745,19,Specialism in a magical field,Never-married,Hogwarts Professor,Half-blood,Female,8.0,<=50 Galleons,40006,57526.8,21,0,0,0.11508139563698482
4746,37,Hogwarts Graduate,Divorced,Potioneer,Half-blood,Female,25.0,<=50 Galleons,46588,62998.4,24,0,0,0.11764655045466038
4747,38,Charms Scholar,Married,Gringotts Bank,Half-blood,Male,99.0,>50 Galleons,86373,90069.40000000001,42,0,1,0.13303747936071378
4748,34,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Female,40.0,<=50 Galleons,8618,33376.4,18,0,0,0.11251624081930925
4749,71,Aurors Specialism,Married,Magical Transportation,Half-blood,Male,8.0,>50 Galleons,34121,42463.8,35,1,1,0.12705211811947079
4750,41,Hogwarts Graduate,Married,Ministry of Magic Official,Pureblood,Male,45.0,<=50 Galleons,73675,84941.0,25,1,0,0.11850160206055224
4751,37,Specialism in a magical field,Never-married,Wandmaker,Pureblood,Male,40.0,<=50 Galleons,85631,89424.8,28,1,0,0.12106675687822781
4752,27,Specialism in a magical field,Married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,64165,66770.0,22,1,0,0.11593644724287668
4753,27,Specialism in a magical field,Married,Wandlore Assistant,Half-blood,Male,40.0,<=50 Galleons,81029,93111.2,19,1,0,0.11337129242520111
4754,24,Specialism in a magical field,Never-married,Magical Librarian,Half-blood,Female,40.0,<=50 Galleons,64815,69104.0,28,0,0,0.12106675687822781
4755,24,Hogwarts Graduate,Never-married,Magical Transportation,Half-blood,Non-binary,30.0,<=50 Galleons,95393,91459.4,26,0,0,0.11935665366644409
4756,20,Dropout,Never-married,Magical Transportation,Pureblood,Female,20.0,<=50 Galleons,30153,50347.4,25,1,0,0.11850160206055224
4757,48,Dropout,Divorced,Other,Half-blood,Female,40.0,<=50 Galleons,82124,90599.2,24,0,0,0.11764655045466038
4758,30,Specialism in a magical field,Never-married,Magical Shop Owner,Half-blood,Female,40.0,>50 Galleons,35429,55161.2,38,0,1,0.12961727293714637
4759,20,Hogwarts Graduate,Never-married,Potioneer,Half-blood,Female,40.0,<=50 Galleons,92950,100094.0,24,0,0,0.11764655045466038
4760,22,Specialism in a magical field,Never-married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,47496,53010.8,22,0,0,0.11593644724287668
4761,54,Specialism in a magical field,Married,Wandmaker,Half-blood,Male,40.0,>50 Galleons,29289,52171.2,38,1,1,0.12961727293714637
4762,45,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,40.0,>50 Galleons,65745,68734.0,34,0,1,0.12619706651357893
4763,29,Specialism in a magical field,Divorced,Ministry of Magic Official,Half-blood,Male,48.0,<=50 Galleons,62776,73768.8,20,0,0,0.11422634403109296
4764,62,Hogwarts Graduate,Married,Magical Transportation,Half-blood,Male,40.0,<=50 Galleons,58195,70780.0,13,0,0,0.10824098278984998
4765,33,Specialism in a magical field,Never-married,Ministry of Magic Official,Half-blood,Male,40.0,<=50 Galleons,68293,82267.4,26,0,0,0.11935665366644409
4766,53,Aurors Specialism,Divorced,Wandmaker,Half-blood,Female,40.0,<=50 Galleons,85431,97065.8,23,0,0,0.11679149884876852
4767,23,Specialism in a magical field,Never-married,Ministry of Magic Official,Half-blood,Male,40.0,<=50 Galleons,25808,38940.4,23,0,0,0.11679149884876852
4768,50,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,60.0,>50 Galleons,57055,67920.0,38,0,1,0.12961727293714637
4769,41,Aurors Specialism,Married,Magical Intelligence Agent,Half-blood,Male,40.0,>50 Galleons,87747,86413.6,45,1,1,0.13560263417838933
4770,19,Specialism in a magical field,Divorced,Hogwarts Professor,Half-blood,Female,20.0,<=50 Galleons,1558,16853.4,27,0,0,0.12021170527233595
4771,36,Hogwarts Graduate,Married,Gringotts Bank,Half-blood,Male,40.0,>50 Galleons,92793,92219.4,33,1,1,0.12534201490768707
4772,53,Aurors Specialism,Never-married,Other,Half-blood,Female,40.0,>50 Galleons,74714,82513.20000000001,43,0,1,0.13389253096660564
4773,42,Specialism in a magical field,Divorced,Wandmaker,Half-blood,Female,20.0,<=50 Galleons,51086,70297.8,20,0,0,0.11422634403109296
4774,31,Specialism in a magical field,Never-married,Hogwarts Professor,Half-blood,Female,40.0,<=50 Galleons,64013,79778.4,16,0,0,0.11080613760752554
4775,24,Aurors Specialism,Never-married,Other,Half-blood,Male,25.0,<=50 Galleons,79093,80975.4,21,1,0,0.11508139563698482
4776,36,Specialism in a magical field,Divorced,Other,Half-blood,Male,60.0,<=50 Galleons,19825,32503.0,15,1,0,0.10995108600163368
4777,51,Specialism in a magical field,Married,Other,Half-blood,Male,40.0,<=50 Galleons,59622,64559.600000000006,15,0,0,0.10995108600163368
4778,25,Aurors Specialism,Married,Auror,Half-blood,Male,40.0,>50 Galleons,96947,97500.6,42,1,1,0.13303747936071378
4779,39,Aurors Specialism,Married,Auror,Half-blood,Male,40.0,>50 Galleons,55213,66590.4,45,1,1,0.13560263417838933
4780,32,Specialism in a magical field,Never-married,Other,Pureblood,Male,40.0,<=50 Galleons,91170,102803.0,26,1,0,0.11935665366644409
4781,23,Specialism in a magical field,Never-married,Magical Transportation,Half-blood,Non-binary,20.0,<=50 Galleons,31497,42987.600000000006,24,0,0,0.11764655045466038
4782,28,Hogwarts Graduate,Married,Other,Half-blood,Male,40.0,<=50 Galleons,45074,63889.2,26,0,0,0.11935665366644409
4783,61,Hogwarts Graduate,Widowed,Magical Transportation,Half-blood,Female,40.0,<=50 Galleons,81136,84704.8,17,0,0,0.11166118921341739
4784,44,Aurors Specialism,Married,Auror,Half-blood,Male,50.0,>50 Galleons,55159,67928.20000000001,42,1,1,0.13303747936071378
4785,35,Aurors Specialism,Divorced,Auror,Half-blood,Female,70.0,<=50 Galleons,53729,59360.2,25,0,0,0.11850160206055224
4786,18,Specialism in a magical field,Never-married,Potion Ingredients Supplier,Half-blood,Female,30.0,<=50 Galleons,40743,61367.4,25,0,0,0.11850160206055224
4787,28,Dropout,Never-married,Ministry of Magic Official,Half-blood,Male,40.0,<=50 Galleons,77913,79092.4,17,0,0,0.11166118921341739
4788,37,Hogwarts Graduate,Never-married,Magical Shop Owner,Half-blood,Male,40.0,<=50 Galleons,53433,59962.4,25,0,0,0.11850160206055224
4789,63,Aurors Specialism,Married,Auror,Half-blood,Male,40.0,<=50 Galleons,46508,64766.4,22,1,0,0.11593644724287668
4790,39,Specialism in a magical field,Married,Wandlore Assistant,Half-blood,Male,40.0,<=50 Galleons,45952,64578.6,14,1,0,0.10909603439574182
4791,37,Hogwarts Graduate,Never-married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,50524,61196.2,18,0,0,0.11251624081930925
4792,31,Hogwarts Graduate,Divorced,Hogwarts Professor,Half-blood,Female,32.0,<=50 Galleons,58193,72316.4,27,0,0,0.12021170527233595
4793,32,Specialism in a magical field,Married,Wandmaker,Half-blood,Male,40.0,>50 Galleons,56148,70371.4,35,0,1,0.12705211811947079
4794,62,Hogwarts Graduate,Widowed,Potioneer,Half-blood,Female,15.0,<=50 Galleons,55878,60133.4,13,0,0,0.10824098278984998
4795,64,Specialism in a magical field,Married,Magical Shop Owner,Half-blood,Male,8.0,<=50 Galleons,39742,47415.600000000006,24,0,0,0.11764655045466038
4796,45,Aurors Specialism,Married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,74973,84457.4,13,1,0,0.10824098278984998
4797,45,Hogwarts Graduate,Divorced,Gringotts Bank,Half-blood,Female,32.0,<=50 Galleons,57191,65126.8,18,0,0,0.11251624081930925
4798,21,Hogwarts Graduate,Never-married,Other,Half-blood,Male,40.0,<=50 Galleons,25780,49099.0,26,0,0,0.11935665366644409
4799,29,Specialism in a magical field,Married,Goblin Liaison Officer,Half-blood,Male,40.0,>50 Galleons,44056,60140.8,39,1,1,0.1304723245430382
4800,17,Dropout,Never-married,Other,Half-blood,Female,40.0,<=50 Galleons,85722,98470.6,19,0,0,0.11337129242520111
4801,53,Aurors Specialism,Married,Auror,Half-blood,Male,55.0,<=50 Galleons,91937,92529.6,17,1,0,0.11166118921341739
4802,33,Aurors Specialism,Married,Magical Intelligence Agent,Half-blood,Male,45.0,>50 Galleons,51661,69916.8,43,1,1,0.13389253096660564
4803,27,Hogwarts Graduate,Never-married,Goblin Liaison Officer,Half-blood,Male,50.0,<=50 Galleons,57609,62828.2,18,0,0,0.11251624081930925
4804,23,Specialism in a magical field,Never-married,Hogwarts Professor,Pureblood,Male,25.0,<=50 Galleons,6415,31281.0,20,1,0,0.11422634403109296
4805,36,Hogwarts Graduate,Married,Magical Shop Owner,Muggle born,Female,40.0,>50 Galleons,58273,66612.4,43,0,1,0.13389253096660564
4806,63,Hogwarts Graduate,Married,Potioneer,Half-blood,Male,40.0,<=50 Galleons,94943,96197.4,25,0,0,0.11850160206055224
4807,45,Aurors Specialism,Never-married,Auror,Half-blood,Female,50.0,>50 Galleons,78502,88603.6,30,0,1,0.12277686009001151
4808,35,Aurors Specialism,Never-married,Magical Transportation,Half-blood,Male,40.0,<=50 Galleons,87176,89640.8,22,1,0,0.11593644724287668
4809,41,Aurors Specialism,Divorced,Magical Intelligence Agent,Pureblood,Female,40.0,<=50 Galleons,57677,68155.6,24,1,0,0.11764655045466038
4810,53,Specialism in a magical field,Married,Wandmaker,Half-blood,Male,40.0,>50 Galleons,73955,79798.0,35,1,1,0.12705211811947079
4811,61,Dropout,Divorced,Magical Transportation,Half-blood,Female,40.0,<=50 Galleons,50082,55929.600000000006,23,0,0,0.11679149884876852
4812,24,Aurors Specialism,Never-married,Dark Forces Defense Consultant,Half-blood,Male,40.0,<=50 Galleons,29503,42966.4,24,1,0,0.11764655045466038
4813,55,Hogwarts Graduate,Divorced,Other,Half-blood,Male,40.0,<=50 Galleons,92949,89654.2,28,0,0,0.12106675687822781
4814,56,Hogwarts Graduate,Married,Magical Shop Owner,Half-blood,Male,18.0,<=50 Galleons,43606,63272.8,18,0,0,0.11251624081930925
4815,70,Specialism in a magical field,Never-married,Wandlore Assistant,Half-blood,Male,40.0,<=50 Galleons,30946,52419.8,26,0,0,0.11935665366644409
4816,26,Hogwarts Graduate,Never-married,Ministry of Magic Official,Half-blood,Female,40.0,<=50 Galleons,15801,31645.800000000003,16,0,0,0.11080613760752554
4817,73,Dropout,Widowed,Other,Half-blood,Female,40.0,<=50 Galleons,23021,45916.8,20,0,0,0.11422634403109296
4818,19,Hogwarts Graduate,Separated,Hogwarts Professor,Pureblood,Male,40.0,<=50 Galleons,35786,48433.8,21,1,0,0.11508139563698482
4819,39,Specialism in a magical field,Divorced,Potioneer,Half-blood,Male,40.0,<=50 Galleons,11602,32318.6,23,1,0,0.11679149884876852
4820,29,Hogwarts Graduate,Divorced,Potioneer,Half-blood,Male,40.0,<=50 Galleons,21608,38816.4,27,0,0,0.12021170527233595
4821,26,Specialism in a magical field,Never-married,Other,Half-blood,Male,64.0,<=50 Galleons,57977,75315.6,18,1,0,0.11251624081930925
4822,47,Aurors Specialism,Married,Auror,Half-blood,Male,37.0,>50 Galleons,31886,43133.8,30,1,1,0.12277686009001151
4823,23,Hogwarts Graduate,Never-married,Ministry of Magic Official,Half-blood,Male,72.0,<=50 Galleons,85156,96874.8,25,0,0,0.11850160206055224
4824,17,Hogwarts Graduate,Never-married,Potioneer,Half-blood,Male,10.0,<=50 Galleons,31606,40596.8,24,0,0,0.11764655045466038
4825,72,Hogwarts Graduate,Married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,36200,51149.0,19,0,0,0.11337129242520111
4826,25,Aurors Specialism,Never-married,Wandmaker,Half-blood,Female,60.0,<=50 Galleons,58957,67961.6,24,1,0,0.11764655045466038
4827,40,Hogwarts Graduate,Married,Ministry of Magic Official,Half-blood,Male,40.0,<=50 Galleons,2828,18508.4,17,0,0,0.11166118921341739
4828,57,Aurors Specialism,Married,Magical Shop Owner,Half-blood,Male,60.0,>50 Galleons,58790,72025.0,40,1,1,0.13132737614893006
4829,42,Specialism in a magical field,Never-married,Hogwarts Professor,Half-blood,Male,44.0,<=50 Galleons,31308,43970.4,22,0,0,0.11593644724287668
4830,21,Dropout,Divorced,Potioneer,Veiled Heritage,Male,40.0,<=50 Galleons,54320,67275.0,19,0,0,0.11337129242520111
4831,29,Dropout,Married,Other,Half-blood,Male,40.0,<=50 Galleons,6642,29930.6,20,0,0,0.11422634403109296
4832,51,Specialism in a magical field,Married,Wandmaker,Half-blood,Female,40.0,>50 Galleons,78908,88127.4,31,1,1,0.12363191169590337
4833,66,Hogwarts Graduate,Widowed,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,31532,54985.600000000006,15,0,0,0.10995108600163368
4834,56,Dropout,Married,Hogwarts Professor,Half-blood,Male,40.0,<=50 Galleons,80246,85919.8,23,0,0,0.11679149884876852
4835,25,Specialism in a magical field,Never-married,Other,Half-blood,Female,10.0,<=50 Galleons,65404,68293.20000000001,23,0,0,0.11679149884876852
4836,35,Hogwarts Graduate,Married,Gringotts Bank,Half-blood,Male,65.0,>50 Galleons,66549,72328.20000000001,38,1,1,0.12961727293714637
4837,31,Specialism in a magical field,Married,Hogwarts Professor,Half-blood,Male,45.0,>50 Galleons,63720,74381.0,32,1,1,0.12448696330179522
4838,53,Aurors Specialism,Separated,Magical Intelligence Agent,Half-blood,Female,40.0,<=50 Galleons,33711,52765.8,13,0,0,0.10824098278984998
4839,25,Specialism in a magical field,Never-married,Goblin Liaison Officer,Half-blood,Male,40.0,<=50 Galleons,15163,42089.4,15,0,0,0.10995108600163368
4840,43,Specialism in a magical field,Divorced,Gringotts Bank,Half-blood,Female,40.0,<=50 Galleons,39667,53112.600000000006,26,0,0,0.11935665366644409
4841,42,Specialism in a magical field,Married,Magical Shop Owner,Half-blood,Female,50.0,>50 Galleons,64236,72805.8,37,1,1,0.1287622213312545
4842,57,Charms Scholar,Married,Hogwarts Professor,Half-blood,Female,35.0,>50 Galleons,70490,72933.0,36,0,1,0.12790716972536265
4843,76,Dropout,Divorced,Gringotts Bank,Pureblood,Male,20.0,<=50 Galleons,20545,41009.0,16,1,0,0.11080613760752554
4844,59,Aurors Specialism,Widowed,Dark Forces Defense Consultant,Half-blood,Male,40.0,>50 Galleons,74188,85471.4,36,1,1,0.12790716972536265
